[NOTUS TEXTFILE V3.1]
File Created: 07-Aug-2019 15:23:01
Tow Date: 07-Aug-2019 7:33:49


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,07:34:32,---,---,---,---,---,
C24S,07:35:17,---,---,---,---,---,
C24S,07:36:01,---,---,---,---,---,
C24S,07:36:45,---,---,---,---,---,
C24S,07:37:29,---,---,---,---,---,
C24S,07:38:13,---,---,---,---,---,
C24S,07:38:57,---,---,---,---,---,
C24S,07:39:41,---,---,---,---,---,
C24S,07:40:25,---,---,---,---,---,
C24S,07:41:09,---,---,---,---,---,
C24S,07:41:53,---,---,---,---,---,
C24S,07:42:27,69.0,28.4,---,---,---,
C24S,07:43:02,109.6,34.1,---,---,---,
C24S,07:43:38,110.7,35.2,---,---,---,
C24S,07:44:13,110.6,39.2,---,---,---,
C24S,07:44:50,110.9,39.4,---,---,---,
C24S,07:45:25,110.7,39.6,---,---,---,
C24S,07:46:01,110.6,39.8,---,---,---,
C24S,07:46:36,109.7,39.8,---,---,---,
C24S,07:47:11,110.0,39.8,---,---,---,
C24S,07:47:47,109.9,39.6,---,---,---,
C24S,07:48:23,110.0,39.4,---,---,---,
C24S,07:49:00,110.1,40.2,---,---,---,
C24S,07:49:36,109.8,40.3,---,---,---,
C24S,07:50:12,110.0,39.5,---,---,---,
C24S,07:50:48,109.6,40.5,---,---,---,
C24S,07:51:24,109.9,40.2,---,---,---,
C24S,07:52:01,109.4,40.3,---,---,---,
C24S,07:52:38,109.6,40.1,---,---,---,
C24S,07:53:15,99.7,42.2,---,---,---,
C24S,07:53:59,---,---,---,---,---,
C24S,07:54:43,---,---,---,---,---,
C24S,07:55:27,---,---,---,---,---,
C24S,07:56:11,---,---,---,---,---,
C24S,07:56:55,---,---,---,---,---,
C24S,07:57:39,---,---,---,---,---,
C24S,07:58:23,---,---,---,---,---,
C24S,07:59:06,---,---,---,---,---,
C24S,07:59:50,---,---,---,---,---,
C24S,08:00:34,---,---,---,---,---,
C24S,08:01:18,---,---,---,---,---,
C24S,08:02:02,---,---,---,---,---,
C24S,08:02:46,---,---,---,---,---,
C24S,08:03:30,---,---,---,---,---,
C24S,08:04:15,---,---,---,---,---,
C24S,08:04:59,---,---,---,---,---,
C24S,08:05:43,---,---,---,---,---,
C24S,08:06:27,---,---,---,---,---,
C24S,08:07:11,---,---,---,---,---,
C24S,08:07:55,---,---,---,---,---,
C24S,08:08:39,---,---,---,---,---,
C24S,08:09:23,---,---,---,---,---,
C24S,08:10:07,---,---,---,---,---,
C24S,08:10:51,---,---,---,---,---,
C24S,08:11:35,---,---,---,---,---,
C24S,08:12:19,---,---,---,---,---,
C24S,08:13:03,---,---,---,---,---,
C24S,08:13:47,---,---,---,---,---,
C24S,08:14:32,---,---,---,---,---,
C24S,08:15:16,---,---,---,---,---,
C24S,08:16:00,---,---,---,---,---,
C24S,08:16:44,---,---,---,---,---,
C24S,08:17:28,---,---,---,---,---,
C24S,08:18:12,---,---,---,---,---,
C24S,08:18:56,---,---,---,---,---,
C24S,08:19:40,---,---,---,---,---,
C24S,08:20:24,---,---,---,---,---,
C24S,08:21:08,---,---,---,---,---,
C24S,08:21:52,---,---,---,---,---,
C24S,08:22:36,---,---,---,---,---,
C24S,08:23:20,---,---,---,---,---,
C24S,08:24:04,---,---,---,---,---,
C24S,08:24:49,---,---,---,---,---,
C24S,08:25:33,---,---,---,---,---,
C24S,08:26:17,---,---,---,---,---,
C24S,08:27:01,---,---,---,---,---,
C24S,08:27:45,---,---,---,---,---,
C24S,08:28:29,---,---,---,---,---,
C24S,08:29:13,---,---,---,---,---,
C24S,08:29:57,---,---,---,---,---,
C24S,08:30:41,---,---,---,---,---,
C24S,08:31:25,---,---,---,---,---,
C24S,08:32:09,---,---,---,---,---,
C24S,08:32:53,---,---,---,---,---,
C24S,08:33:37,---,---,---,---,---,
C24S,08:34:21,---,---,---,---,---,
C24S,08:35:06,---,---,---,---,---,
C24S,08:35:50,---,---,---,---,---,
C24S,08:36:34,---,---,---,---,---,
C24S,08:37:18,---,---,---,---,---,
C24S,08:38:02,---,---,---,---,---,
C24S,08:38:46,---,---,---,---,---,
C24S,08:39:30,---,---,---,---,---,
C24S,08:40:14,---,---,---,---,---,
C24S,08:40:58,---,---,---,---,---,
C24S,08:41:42,---,---,---,---,---,
C24S,08:42:26,---,---,---,---,---,
C24S,08:43:10,---,---,---,---,---,
C24S,08:43:54,---,---,---,---,---,
C24S,08:44:39,---,---,---,---,---,
C24S,08:45:23,---,---,---,---,---,
C24S,08:46:07,---,---,---,---,---,
C24S,08:46:51,---,---,---,---,---,
C24S,08:47:35,---,---,---,---,---,
C24S,08:48:19,---,---,---,---,---,
C24S,08:49:03,---,---,---,---,---,
C24S,08:49:47,---,---,---,---,---,
C24S,08:50:31,---,---,---,---,---,
C24S,08:51:15,---,---,---,---,---,
C24S,08:51:59,---,---,---,---,---,
C24S,08:52:43,---,---,---,---,---,
C24S,08:53:27,---,---,---,---,---,
C24S,08:54:11,---,---,---,---,---,
C24S,08:54:56,---,---,---,---,---,
C24S,08:55:40,---,---,---,---,---,
C24S,08:56:24,---,---,---,---,---,
C24S,08:57:08,---,---,---,---,---,
C24S,08:57:52,---,---,---,---,---,
C24S,08:58:36,---,---,---,---,---,
C24S,08:59:20,---,---,---,---,---,
C24S,09:00:04,---,---,---,---,---,
C24S,09:00:48,---,---,---,---,---,
C24S,09:01:32,---,---,---,---,---,
C24S,09:02:16,---,---,---,---,---,
C24S,09:03:00,---,---,---,---,---,
C24S,09:03:44,---,---,---,---,---,
C24S,09:04:28,---,---,---,---,---,
C24S,09:05:13,---,---,---,---,---,
C24S,09:05:57,---,---,---,---,---,
C24S,09:06:41,---,---,---,---,---,
C24S,09:07:25,---,---,---,---,---,
C24S,09:08:09,---,---,---,---,---,
C24S,09:08:53,---,---,---,---,---,
C24S,09:09:37,---,---,---,---,---,
C24S,09:10:21,---,---,---,---,---,
C24S,09:11:05,---,---,---,---,---,
C24S,09:11:49,---,---,---,---,---,
C24S,09:12:33,---,---,---,---,---,
C24S,09:13:17,---,---,---,---,---,
C24S,09:14:01,---,---,---,---,---,
C24S,09:14:45,---,---,---,---,---,
C24S,09:15:30,---,---,---,---,---,
C24S,09:16:14,---,---,---,---,---,
C24S,09:16:58,---,---,---,---,---,
C24S,09:17:42,---,---,---,---,---,
C24S,09:18:26,---,---,---,---,---,
C24S,09:19:10,---,---,---,---,---,
C24S,09:19:54,---,---,---,---,---,
C24S,09:20:38,---,---,---,---,---,
C24S,09:21:22,---,---,---,---,---,
C24S,09:22:06,---,---,---,---,---,
C24S,09:22:50,---,---,---,---,---,
C24S,09:23:34,---,---,---,---,---,
C24S,09:24:18,---,---,---,---,---,
C24S,09:25:02,---,---,---,---,---,
C24S,09:25:47,---,---,---,---,---,
C24S,09:26:31,---,---,---,---,---,
C24S,09:27:15,---,---,---,---,---,
C24S,09:27:59,---,---,---,---,---,
C24S,09:28:43,---,---,---,---,---,
C24S,09:29:27,---,---,---,---,---,
C24S,09:30:11,---,---,---,---,---,
C24S,09:30:55,---,---,---,---,---,
C24S,09:31:39,---,---,---,---,---,
C24S,09:32:23,---,---,---,---,---,
C24S,09:33:07,---,---,---,---,---,
C24S,09:33:51,---,---,---,---,---,
C24S,09:34:35,---,---,---,---,---,
C24S,09:35:19,---,---,---,---,---,
C24S,09:36:04,---,---,---,---,---,
C24S,09:36:48,---,---,---,---,---,
C24S,09:37:32,---,---,---,---,---,
C24S,09:38:16,---,---,---,---,---,
C24S,09:39:00,---,---,---,---,---,
C24S,09:39:44,---,---,---,---,---,
C24S,09:40:28,---,---,---,---,---,
C24S,09:41:12,---,---,---,---,---,
C24S,09:41:56,---,---,---,---,---,
C24S,09:42:40,---,---,---,---,---,
C24S,09:43:24,---,---,---,---,---,
C24S,09:44:08,---,---,---,---,---,
C24S,09:44:52,---,---,---,---,---,
C24S,09:45:36,---,---,---,---,---,
C24S,09:46:21,---,---,---,---,---,
C24S,09:47:05,---,---,---,---,---,
C24S,09:47:49,---,---,---,---,---,
C24S,09:48:33,---,---,---,---,---,
C24S,09:49:17,---,---,---,---,---,
C24S,09:50:01,---,---,---,---,---,
C24S,09:50:45,---,---,---,---,---,
C24S,09:51:29,---,---,---,---,---,
C24S,09:52:13,---,---,---,---,---,
C24S,09:52:57,---,---,---,---,---,
C24S,09:53:41,---,---,---,---,---,
C24S,09:54:25,---,---,---,---,---,
C24S,09:55:09,---,---,---,---,---,
C24S,09:55:53,---,---,---,---,---,
C24S,09:56:38,---,---,---,---,---,
C24S,09:57:22,---,---,---,---,---,
C24S,09:58:06,---,---,---,---,---,
C24S,09:58:50,---,---,---,---,---,
C24S,09:59:34,---,---,---,---,---,
C24S,10:00:18,---,---,---,---,---,
C24S,10:01:02,---,---,---,---,---,
C24S,10:01:46,---,---,---,---,---,
C24S,10:02:30,---,---,---,---,---,
C24S,10:03:14,---,---,---,---,---,
C24S,10:03:58,---,---,---,---,---,
C24S,10:04:42,---,---,---,---,---,
C24S,10:05:26,---,---,---,---,---,
C24S,10:06:11,---,---,---,---,---,
C24S,10:06:55,---,---,---,---,---,
C24S,10:07:39,---,---,---,---,---,
C24S,10:08:23,---,---,---,---,---,
C24S,10:09:07,---,---,---,---,---,
C24S,10:09:51,---,---,---,---,---,
C24S,10:10:35,---,---,---,---,---,
C24S,10:11:19,---,---,---,---,---,
C24S,10:11:54,110.7,37.4,---,---,---,
C24S,10:12:30,111.8,42.4,---,---,---,
C24S,10:13:05,110.9,44.5,---,---,---,
C24S,10:13:40,110.5,44.7,---,---,---,
C24S,10:14:16,110.1,45.6,---,---,---,
C24S,10:14:51,109.9,44.4,---,---,---,
C24S,10:15:26,110.4,44.1,---,---,---,
C24S,10:16:02,109.2,44.2,---,---,---,
C24S,10:16:37,109.9,44.4,---,---,---,
C24S,10:17:13,109.4,44.7,---,---,---,
C24S,10:17:48,110.1,44.1,---,---,---,
C24S,10:18:23,109.4,44.1,---,---,---,
C24S,10:18:59,110.6,43.5,---,---,---,
C24S,10:19:34,112.4,41.8,---,---,---,
C24S,10:20:09,109.7,44.1,---,---,---,
C24S,10:20:45,109.6,44.2,---,---,---,
C24S,10:21:20,110.1,45.0,---,---,---,
C24S,10:22:01,---,---,---,---,---,
C24S,10:22:45,---,---,---,---,---,
C24S,10:23:30,---,---,---,---,---,
C24S,10:24:14,---,---,---,---,---,
C24S,10:24:58,---,---,---,---,---,
C24S,10:25:42,---,---,---,---,---,
C24S,10:26:26,---,---,---,---,---,
C24S,10:27:10,---,---,---,---,---,
C24S,10:27:54,---,---,---,---,---,
C24S,10:28:38,---,---,---,---,---,
C24S,10:29:22,---,---,---,---,---,
C24S,10:30:06,---,---,---,---,---,
C24S,10:30:50,---,---,---,---,---,
C24S,10:31:34,---,---,---,---,---,
C24S,10:32:18,---,---,---,---,---,
C24S,10:33:03,---,---,---,---,---,
C24S,10:33:47,---,---,---,---,---,
C24S,10:34:31,---,---,---,---,---,
C24S,10:35:15,---,---,---,---,---,
C24S,10:35:59,---,---,---,---,---,
C24S,10:36:43,---,---,---,---,---,
C24S,10:37:27,---,---,---,---,---,
