[NOTUS TEXTFILE V3.1]
File Created: 01-Aug-2019 11:27:47
Tow Date: 01-Aug-2019 8:04:11


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,08:04:13,57.4,27.1,---,---,---,
C24S,08:04:50,57.0,27.8,---,---,---,
C24S,08:05:27,57.2,26.7,---,---,---,
C24S,08:06:04,50.1,26.7,---,---,---,
C24S,08:06:46,---,---,---,---,---,
C24S,08:07:29,---,---,---,---,---,
C24S,08:08:13,---,---,---,---,---,
C24S,08:08:57,---,---,---,---,---,
C24S,08:09:42,---,---,---,---,---,
C24S,08:10:26,---,---,---,---,---,
C24S,08:11:10,---,---,---,---,---,
C24S,08:11:54,---,---,---,---,---,
C24S,08:12:38,---,---,---,---,---,
C24S,08:13:22,---,---,---,---,---,
C24S,08:14:06,---,---,---,---,---,
C24S,08:14:50,---,---,---,---,---,
C24S,08:15:34,---,---,---,---,---,
C24S,08:16:18,---,---,---,---,---,
C24S,08:17:02,---,---,---,---,---,
C24S,08:17:46,---,---,---,---,---,
C24S,08:18:30,---,---,---,---,---,
C24S,08:19:15,---,---,---,---,---,
C24S,08:19:59,---,---,---,---,---,
C24S,08:20:43,---,---,---,---,---,
C24S,08:21:27,---,---,---,---,---,
C24S,08:22:11,---,---,---,---,---,
C24S,08:22:55,---,---,---,---,---,
C24S,08:23:39,---,---,---,---,---,
C24S,08:24:23,---,---,---,---,---,
C24S,08:25:07,---,---,---,---,---,
C24S,08:25:51,---,---,---,---,---,
C24S,08:26:35,---,---,---,---,---,
C24S,08:27:19,---,---,---,---,---,
C24S,08:28:03,---,---,---,---,---,
C24S,08:28:47,---,---,---,---,---,
C24S,08:29:32,---,---,---,---,---,
C24S,08:30:16,---,---,---,---,---,
C24S,08:31:00,---,---,---,---,---,
C24S,08:31:44,---,---,---,---,---,
C24S,08:32:28,---,---,---,---,---,
C24S,08:33:12,---,---,---,---,---,
C24S,08:33:56,---,---,---,---,---,
C24S,08:34:40,---,---,---,---,---,
C24S,08:35:24,---,---,---,---,---,
C24S,08:36:08,---,---,---,---,---,
C24S,08:36:52,---,---,---,---,---,
C24S,08:37:36,---,---,---,---,---,
C24S,08:38:20,---,---,---,---,---,
C24S,08:39:04,---,---,---,---,---,
C24S,08:39:49,---,---,---,---,---,
C24S,08:40:33,---,---,---,---,---,
C24S,08:41:17,---,---,---,---,---,
C24S,08:42:01,---,---,---,---,---,
C24S,08:42:45,---,---,---,---,---,
C24S,08:43:29,---,---,---,---,---,
C24S,08:44:13,---,---,---,---,---,
C24S,08:44:57,---,---,---,---,---,
C24S,08:45:41,---,---,---,---,---,
C24S,08:46:25,---,---,---,---,---,
C24S,08:47:09,---,---,---,---,---,
C24S,08:47:53,---,---,---,---,---,
C24S,08:48:37,---,---,---,---,---,
C24S,08:49:21,---,---,---,---,---,
C24S,08:50:06,---,---,---,---,---,
C24S,08:50:50,---,---,---,---,---,
C24S,08:51:34,---,---,---,---,---,
C24S,08:52:18,---,---,---,---,---,
C24S,08:53:02,---,---,---,---,---,
C24S,08:53:46,---,---,---,---,---,
C24S,08:54:30,---,---,---,---,---,
C24S,08:55:14,---,---,---,---,---,
C24S,08:55:58,---,---,---,---,---,
C24S,08:56:42,---,---,---,---,---,
C24S,08:57:26,---,---,---,---,---,
C24S,08:58:10,---,---,---,---,---,
C24S,08:58:54,---,---,---,---,---,
C24S,08:59:39,---,---,---,---,---,
C24S,09:00:23,---,---,---,---,---,
C24S,09:01:07,---,---,---,---,---,
C24S,09:01:51,---,---,---,---,---,
C24S,09:02:35,---,---,---,---,---,
C24S,09:03:19,---,---,---,---,---,
C24S,09:04:03,---,---,---,---,---,
C24S,09:04:47,---,---,---,---,---,
C24S,09:05:31,---,---,---,---,---,
C24S,09:06:15,---,---,---,---,---,
C24S,09:06:59,---,---,---,---,---,
C24S,09:07:43,---,---,---,---,---,
C24S,09:08:27,---,---,---,---,---,
