Source File: C:\Users\Temp\Desktop\MINILOG 2018\Minilog-TD_4338_20180826_1.vld
Source Device: Minilog-TD-4338
Study Description: GP119F
Minilog Initialized: 2018-08-26 14:33:01 (UTC-3)
Study Start Time: 2018-08-26 14:33:01
Study Stop Time: 2018-08-26 15:22:40
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2018-08-26,14:33:01,20.62,-1.99
2018-08-26,14:33:02,20.62,-1.99
2018-08-26,14:33:03,20.62,-1.99
2018-08-26,14:33:04,20.62,-1.99
2018-08-26,14:33:05,20.62,-1.99
2018-08-26,14:33:06,20.62,-1.99
2018-08-26,14:33:07,20.62,0.00
2018-08-26,14:33:08,20.62,-1.99
2018-08-26,14:33:09,20.62,0.00
2018-08-26,14:33:10,20.62,0.00
2018-08-26,14:33:11,20.62,0.00
2018-08-26,14:33:12,20.62,-1.99
2018-08-26,14:33:13,20.62,0.00
2018-08-26,14:33:14,20.62,-1.99
2018-08-26,14:33:15,20.62,-1.99
2018-08-26,14:33:16,20.62,0.00
2018-08-26,14:33:17,20.62,0.00
2018-08-26,14:33:18,20.62,0.00
2018-08-26,14:33:19,20.62,0.00
2018-08-26,14:33:20,20.62,-1.99
2018-08-26,14:33:21,20.62,-1.99
2018-08-26,14:33:22,20.62,0.00
2018-08-26,14:33:23,20.62,0.00
2018-08-26,14:33:24,20.62,-1.99
2018-08-26,14:33:25,20.62,-1.99
2018-08-26,14:33:26,20.62,-1.99
2018-08-26,14:33:27,20.62,-1.99
2018-08-26,14:33:28,20.62,-1.99
2018-08-26,14:33:29,20.62,-1.99
2018-08-26,14:33:30,20.62,-1.99
2018-08-26,14:33:31,20.62,0.00
2018-08-26,14:33:32,20.62,-1.99
2018-08-26,14:33:33,20.62,-1.99
2018-08-26,14:33:34,20.62,-1.99
2018-08-26,14:33:35,20.62,0.00
2018-08-26,14:33:36,20.62,-1.99
2018-08-26,14:33:37,20.62,-1.99
2018-08-26,14:33:38,20.62,0.00
2018-08-26,14:33:39,20.62,-1.99
2018-08-26,14:33:40,20.62,-1.99
2018-08-26,14:33:41,20.62,-1.99
2018-08-26,14:33:42,20.62,-1.99
2018-08-26,14:33:43,20.62,0.00
2018-08-26,14:33:44,20.62,-1.99
2018-08-26,14:33:45,20.62,-1.99
2018-08-26,14:33:46,20.62,-1.99
2018-08-26,14:33:47,20.62,0.00
2018-08-26,14:33:48,20.62,0.00
2018-08-26,14:33:49,20.62,0.00
2018-08-26,14:33:50,20.62,0.00
2018-08-26,14:33:51,20.62,-1.99
2018-08-26,14:33:52,20.62,-1.99
2018-08-26,14:33:53,20.62,-1.99
2018-08-26,14:33:54,20.62,-1.99
2018-08-26,14:33:55,20.62,-1.99
2018-08-26,14:33:56,20.62,-1.99
2018-08-26,14:33:57,20.62,-1.99
2018-08-26,14:33:58,20.62,-1.99
2018-08-26,14:33:59,20.62,-1.99
2018-08-26,14:34:00,20.62,-1.99
2018-08-26,14:34:01,20.62,0.00
2018-08-26,14:34:02,20.62,0.00
2018-08-26,14:34:03,20.62,0.00
2018-08-26,14:34:04,20.62,-1.99
2018-08-26,14:34:05,20.62,-1.99
2018-08-26,14:34:06,20.62,0.00
2018-08-26,14:34:07,20.62,0.00
2018-08-26,14:34:08,20.62,0.00
2018-08-26,14:34:09,20.62,-1.99
2018-08-26,14:34:10,20.62,-1.99
2018-08-26,14:34:11,20.62,0.00
2018-08-26,14:34:12,20.62,-1.99
